CrossID	Rack	Pos	Barcode	Origin	Exp	Trt	Pop	CrossNum	Indiv	LfCount1	LfLgth1	LfWdth1	LfCountH	LfLgthH	LfWdthH	BoltedatH	FlrHeadCount	CrownDiam.mm	ShootMass.g	LfCount2	LfLgth2	LfWdth2	FlwrDate	FlwrCol	SLAmass.g	SLAarea	SLAdate	HarvestDay	BoltDay	DeathDay	WiltDay	TotWiltDay	m.date1	m.date2	m.dateH	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv	bolt.bin	sla	sla.log	Mass.log	Crown.log
443	US003-6	14	1	US003-6-1	inv	ass map	control	US003	6	1	29	19.6	4.1	13	13	3.8	y	38	1.5	4.443	20	18.8	2.6	NA		0.035	7.928	79	84	45	NA	NA	NA	0	22	78	20K	20	K	27N	27	N	1	226.514285714286	5.42280801452041	1.49132982395377	0.405465108108164
444	US003-7	14	16	US003-7-11	inv	ass map	control	US003	7	11	13	22.2	5.4	48	33.7	7	n	NA	1.1	4.787	15	22	5.2	NA		0.101	18.085	79	84	NA	NA	NA	NA	0	22	78	27M	27	M	28L	28	L	0	179.059405940594	5.18771762754494	1.56590391041037	0.0953101798043249
445	US003-7	7	10	US003-7-4	inv	mat fx	control	US003	7	4	11	21.9	5.1	17	18	3.1	n	NA	0.8	1.96	7	21.3	3.1	NA		0.132	13.089	83	86	NA	NA	NA	NA	0	22	78	27M	27	M	28L	28	L	0	99.1590909090909	4.59672553920535	0.672944473242426	-0.22314355131421
446	US003-7	16	8	US003-7-8	inv	ass map	control	US003	7	8	13	21.5	6	20	30.6	6.1	y	0	0.7	3.328	10	21	5.3	NA		0.167	33.715	78	80	73	NA	NA	NA	0	22	78	27M	27	M	28L	28	L	1	201.88622754491	5.30770430875193	1.20237152295896	-0.356674943938732
447	US003-7	22	10	US003-7-1	inv	ass map	control	US003	7	1	16	23.7	5.5	22	20.3	4.8	n	NA	0.8	3.472	13	23.9	5.2	NA		0.094	NA	80	86	NA	NA	NA	NA	0	22	78	27M	27	M	28L	28	L	0	NA	NA	1.2447307967981	-0.22314355131421
448	US003-7	13	35	US003-7-13	inv	ass map	control	US003	7	13	12	25.3	6.2	12	29.6	7.8	n	NA	0.8	2.53	9	27.4	7.8	NA		0.174	42.923	80	86	NA	NA	NA	NA	0	22	78	27M	27	M	28L	28	L	0	246.683908045977	5.50810779257108	0.928219302739429	-0.22314355131421
449	US003-7	16	45	US003-7-6	inv	ass map	control	US003	7	6	11	20.6	3.4	9	20.9	3.5	n	NA	0.75	1.978	8	20.5	4.3	NA		0.094	NA	78	80	NA	NA	NA	NA	0	22	78	27M	27	M	28L	28	L	0	NA	NA	0.68208623320052	-0.287682072451781
450	US003-7	21	41	US003-7-10	inv	ass map	control	US003	7	10	11	21.4	5.2	8	22	3.4	n	NA	0.7	3.184	11	21.1	5.2	NA		0.085	NA	79	86	NA	NA	NA	NA	0	22	78	27M	27	M	28L	28	L	0	NA	NA	1.15813826798214	-0.356674943938732
451	US003-7	13	32	US003-7-5	inv	ass map	control	US003	7	5	11	19.8	4.2	13	26.9	6.1	n	NA	0.8	2.691	14	24.3	8.3	NA		0.1554	29.885	80	86	NA	NA	NA	NA	0	22	78	27M	27	M	28L	28	L	0	192.310167310167	5.25910952332481	0.989912871744769	-0.22314355131421
452	US003-7	23	7	US003-7-2	inv	ass map	control	US003	7	2	10	20.4	4.2	16	28	5.6	n	NA	0.95	3.416	13	22.3	8.2	NA		0.094	19.17	84	85	NA	NA	NA	NA	0	22	78	27M	27	M	28L	28	L	0	203.936170212766	5.31780705376969	1.22847027592632	-0.0512932943875506
453	US003-7	16	47	US003-7-3	inv	ass map	control	US003	7	3	11	21.5	4.1	15	22.7	4.9	n	NA	0.9	2.538	12	21.3	4.5	NA		0.112	18.396	78	80	NA	NA	NA	NA	0	22	78	27M	27	M	28L	28	L	0	164.25	5.10138965736472	0.931376369292196	-0.105360515657826
454	US003-8	17	16	US003-8-1	inv	ass map	control	US003	8	1	10	12.9	4.3	22	26.2	5.7	n	NA	0.85	4.3	13	30.6	7.6	NA		0.281	41.098	63	85	NA	NA	NA	NA	0	22	78	27M	27	M	19K	19	K	0	146.256227758007	4.98536006816607	1.45861502269952	-0.162518929497775
455	US003-8	21	32	US003-8-5	inv	ass map	control	US003	8	5	22	17.2	3.7	29	23	2.5	n	NA	1.5	3.664	23	22.2	5.2	NA		0.131	19.766	79	86	NA	NA	NA	NA	0	22	78	27M	27	M	19K	19	K	0	150.885496183206	5.01652124573498	1.29855544681188	0.405465108108164
456	US003-8	9	10	US003-8-3	inv	mat fx	drought	US003	8	3	10	13.7	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	1	3	0	22	78	27M	27	M	19K	19	K	NA	NA	NA	NA	NA
457	US003-8	20	20	US003-8-7	inv	ass map	control	US003	8	7	16	13.7	4.3	24	20.7	5.5	y	1	0.95	4.712	22	18.7	4.1	NA		0.141	22.712	80	86	73	NA	NA	NA	0	22	78	27M	27	M	19K	19	K	1	161.078014184397	5.08188880777464	1.55011244634929	-0.0512932943875506
458	US003-8	12	27	US003-8-4	inv	ass map	control	US003	8	4	27	16.5	4.8	39	23.3	6.2	n	NA	0.9	4.664	18	26.1	8.4	NA		0.126	22.365	63	84	NA	NA	NA	NA	0	22	78	27M	27	M	19K	19	K	0	177.5	5.17897060891547	1.53987344904819	-0.105360515657826
459	US003-8	6	50	US003-8-2	inv	mat fx	control	US003	8	2	15	12.2	3.2	16	18.8	4.8	y	0	0.8	3.295	18	13.2	4.8	NA		0.106	15.46	84	84	73	NA	NA	NA	0	22	78	27M	27	M	19K	19	K	1	145.849056603774	4.98257222802935	1.19240616795447	-0.22314355131421
460	US003-8	20	5	US003-8-6	inv	ass map	control	US003	8	6	15	15.6	5.2	0	0	0	y	90	0.95	5.464	13	14.1	4.4	NA		NA	NA	80	86	51	NA	NA	NA	0	22	78	27M	27	M	19K	19	K	1	NA	NA	1.69818112226849	-0.0512932943875506
461	US003-9	15	25	US003-9-8	inv	ass map	control	US003	9	8	18	14.5	3.4	0	0	0	y	53	0.7	5.668	NA	NA	NA	86	white	NA	NA	83	86	65	NA	NA	NA	0	22	78	27M	27	M	20K	20	K	1	NA	NA	1.73483632182843	-0.356674943938732
462	US003-9	13	1	US003-9-6	inv	ass map	control	US003	9	6	13	21.2	3.6	5	17.1	3	y	52	1	4.013	11	20.7	5.8	NA		NA	NA	80	86	65	NA	NA	NA	0	22	78	27M	27	M	20K	20	K	1	NA	NA	1.38953909128478	0
463	US003-9	18	21	US003-9-4	inv	ass map	control	US003	9	4	12	22.5	5.6	15	24.5	6.9	y	NA	1.1	4.589	15	22.1	6	NA		0.174	30.16	83	85	85	NA	NA	NA	0	22	78	27M	27	M	20K	20	K	1	173.333333333333	5.15521652290736	1.5236621354127	0.0953101798043249
464	US003-9	7	50	US003-9-7	inv	mat fx	control	US003	9	7	23	18.6	4.9	14	16	4.1	n	NA	1	2.035	15	18.7	5.2	NA		0.056	8.95	83	86	NA	NA	NA	NA	0	22	78	27M	27	M	20K	20	K	0	159.821428571429	5.07405712053375	0.710495818894558	0
465	US003-9	12	49	US003-9-5	inv	ass map	control	US003	9	5	12	23.9	5.2	21	24.5	6	n	NA	0.9	4.342	12	23.4	3.6	NA		0.178	28.747	63	84	NA	NA	NA	NA	0	22	78	27M	27	M	20K	20	K	0	161.5	5.08450514266271	1.4683350714561	-0.105360515657826
466	US003-9	17	7	US003-9-1	inv	ass map	control	US003	9	1	17	21.2	5.2	0	0	0	y	110	0.8	6.338	21	20.9	4.9	85	white	0.08	31.554	63	85	51	NA	NA	NA	0	22	78	27M	27	M	20K	20	K	1	394.425	5.97742900814352	1.84656326126873	-0.22314355131421
467	US003-9	15	41	US003-9-3	inv	ass map	control	US003	9	3	12	24.4	4.6	12	23.3	3.3	n	NA	0.9	2.432	13	20.4	6.7	NA		0.131	172	83	86	NA	NA	NA	NA	0	22	78	27M	27	M	20K	20	K	0	1312.97709923664	7.18005243259444	0.888713964103921	-0.105360515657826
468	US003-9	14	36	US003-9-10	inv	ass map	control	US003	9	10	13	28.9	5	18	29.6	4.9	n	NA	0.9	4.158	13	27.9	4.2	NA		0.179	29.127	79	84	NA	NA	NA	NA	0	22	78	27M	27	M	20K	20	K	0	162.720670391061	5.0920350521975	1.42503418943582	-0.105360515657826
