Origin	Pop	alt	Latitude	Longitude	PC1	CrossID	Rack	Pos	Barcode	Exp	Trt	CrossNum	Indiv	BoltedatH	ShootMass.g	HarvestDay	Mom	MomFam	MomIndiv	DadID	DadFam	DadIndiv	bolt.bin	Mass.log	PC2	PC3	time	m.date	lfl	lfw	lfc
US003-7-4.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	7	10	US003-7-4	mat fx	control	7	4	n	1.96	86	27M	27	M	28L	28	L	0	0.672944473242426	-0.0900535661157952	1.97737141315338	2	22	21.3	3.1	7
US003-7-8.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	16	8	US003-7-8	ass map	control	7	8	y	3.328	80	27M	27	M	28L	28	L	1	1.20237152295896	-0.0900535661157952	1.97737141315338	2	22	21	5.3	10
US003-7-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	22	10	US003-7-1	ass map	control	7	1	n	3.472	86	27M	27	M	28L	28	L	0	1.2447307967981	-0.0900535661157952	1.97737141315338	2	22	23.9	5.2	13
US003-7-13.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	13	35	US003-7-13	ass map	control	7	13	n	2.53	86	27M	27	M	28L	28	L	0	0.928219302739429	-0.0900535661157952	1.97737141315338	2	22	27.4	7.8	9
US003-7-6.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	16	45	US003-7-6	ass map	control	7	6	n	1.978	80	27M	27	M	28L	28	L	0	0.68208623320052	-0.0900535661157952	1.97737141315338	2	22	20.5	4.3	8
US003-7-10.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	21	41	US003-7-10	ass map	control	7	10	n	3.184	86	27M	27	M	28L	28	L	0	1.15813826798214	-0.0900535661157952	1.97737141315338	2	22	21.1	5.2	11
US003-7-5.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	13	32	US003-7-5	ass map	control	7	5	n	2.691	86	27M	27	M	28L	28	L	0	0.989912871744769	-0.0900535661157952	1.97737141315338	2	22	24.3	8.3	14
US003-7-2.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	23	7	US003-7-2	ass map	control	7	2	n	3.416	85	27M	27	M	28L	28	L	0	1.22847027592632	-0.0900535661157952	1.97737141315338	2	22	22.3	8.2	13
US003-7-3.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-7	16	47	US003-7-3	ass map	control	7	3	n	2.538	80	27M	27	M	28L	28	L	0	0.931376369292196	-0.0900535661157952	1.97737141315338	2	22	21.3	4.5	12
US003-8-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	17	16	US003-8-1	ass map	control	8	1	n	4.3	85	27M	27	M	19K	19	K	0	1.45861502269952	-0.0900535661157952	1.97737141315338	2	22	30.6	7.6	13
US003-8-5.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	21	32	US003-8-5	ass map	control	8	5	n	3.664	86	27M	27	M	19K	19	K	0	1.29855544681188	-0.0900535661157952	1.97737141315338	2	22	22.2	5.2	23
US003-8-3.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	9	10	US003-8-3	mat fx	drought	8	3	NA	NA	NA	27M	27	M	19K	19	K	NA	NA	-0.0900535661157952	1.97737141315338	2	22	NA	NA	NA
US003-8-7.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	20	20	US003-8-7	ass map	control	8	7	y	4.712	86	27M	27	M	19K	19	K	1	1.55011244634929	-0.0900535661157952	1.97737141315338	2	22	18.7	4.1	22
US003-8-4.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	12	27	US003-8-4	ass map	control	8	4	n	4.664	84	27M	27	M	19K	19	K	0	1.53987344904819	-0.0900535661157952	1.97737141315338	2	22	26.1	8.4	18
US003-8-2.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	6	50	US003-8-2	mat fx	control	8	2	y	3.295	84	27M	27	M	19K	19	K	1	1.19240616795447	-0.0900535661157952	1.97737141315338	2	22	13.2	4.8	18
US003-8-6.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-8	20	5	US003-8-6	ass map	control	8	6	y	5.464	86	27M	27	M	19K	19	K	1	1.69818112226849	-0.0900535661157952	1.97737141315338	2	22	14.1	4.4	13
US003-9-8.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	15	25	US003-9-8	ass map	control	9	8	y	5.668	86	27M	27	M	20K	20	K	1	1.73483632182843	-0.0900535661157952	1.97737141315338	2	22	NA	NA	NA
US003-9-6.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	13	1	US003-9-6	ass map	control	9	6	y	4.013	86	27M	27	M	20K	20	K	1	1.38953909128478	-0.0900535661157952	1.97737141315338	2	22	20.7	5.8	11
US003-9-4.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	18	21	US003-9-4	ass map	control	9	4	y	4.589	85	27M	27	M	20K	20	K	1	1.5236621354127	-0.0900535661157952	1.97737141315338	2	22	22.1	6	15
US003-9-7.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	7	50	US003-9-7	mat fx	control	9	7	n	2.035	86	27M	27	M	20K	20	K	0	0.710495818894558	-0.0900535661157952	1.97737141315338	2	22	18.7	5.2	15
US003-9-5.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	12	49	US003-9-5	ass map	control	9	5	n	4.342	84	27M	27	M	20K	20	K	0	1.4683350714561	-0.0900535661157952	1.97737141315338	2	22	23.4	3.6	12
US003-9-1.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	17	7	US003-9-1	ass map	control	9	1	y	6.338	85	27M	27	M	20K	20	K	1	1.84656326126873	-0.0900535661157952	1.97737141315338	2	22	20.9	4.9	21
US003-9-3.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	15	41	US003-9-3	ass map	control	9	3	n	2.432	86	27M	27	M	20K	20	K	0	0.888713964103921	-0.0900535661157952	1.97737141315338	2	22	20.4	6.7	13
US003-9-10.2	inv	US003	682	46.60415	-116.64175	0.851278319630869	US003-9	14	36	US003-9-10	ass map	control	9	10	n	4.158	84	27M	27	M	20K	20	K	0	1.42503418943582	-0.0900535661157952	1.97737141315338	2	22	27.9	4.2	13
BG001-1-1.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-1	19	45	BG001-1-1	ass map	control	1	1	y	3.035	86	29M	29	M	25L	25	L	1	1.11021142451146	0.177040498419896	-3.48475502810461	2	22	12	3.4	6
BG001-10-1.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-10	14	47	BG001-10-1	array	control	10	1	y	2.883	NA	25L	25	L	17O	17	O	1	1.05883141865627	0.177040498419896	-3.48475502810461	2	22	14.4	4	11
BG001-11-2.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-11	20	38	BG001-11-2	ass map	control	11	2	y	5.231	86	25L	25	L	22O	22	O	1	1.65460246438847	0.177040498419896	-3.48475502810461	2	22	18.4	3.9	19
BG001-14-1.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-14	17	8	BG001-14-1	ass map	control	14	1	y	2.436	85	25N	25	N	17O	17	O	1	0.890357349847651	0.177040498419896	-3.48475502810461	2	22	12.7	3.4	9
BG001-14-2.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-14	6	1	BG001-14-2	mat fx	control	14	2	y	4.193	84	25N	25	N	17O	17	O	1	1.43341646818863	0.177040498419896	-3.48475502810461	2	22	13.7	3.8	19
BG001-16-1.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-16	13	40	BG001-16-1	ass map	control	16	1	y	3.229	86	17K	17	K	25N	25	N	1	1.17217249177614	0.177040498419896	-3.48475502810461	2	22	16.3	3	33
BG001-17-9.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-17	6	5	BG001-17-9	mat fx	control	17	9	n	3.87	84	17K	17	K	16N	16	N	0	1.35325450704169	0.177040498419896	-3.48475502810461	2	22	14.6	3.3	35
BG001-17-6.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-17	16	36	BG001-17-6	ass map	control	17	6	n	3.2	80	17K	17	K	16N	16	N	0	1.16315080980568	0.177040498419896	-3.48475502810461	2	22	21	4.2	25
BG001-17-10.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-17	18	29	BG001-17-10	ass map	control	17	10	n	3.394	85	17K	17	K	16N	16	N	0	1.22200916681203	0.177040498419896	-3.48475502810461	2	22	21.2	5.4	27
BG001-17-4.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-17	16	18	BG001-17-4	ass map	control	17	4	n	4.047	80	17K	17	K	16N	16	N	0	1.39797586589373	0.177040498419896	-3.48475502810461	2	22	19.3	3.6	20
BG001-17-1.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-17	22	35	BG001-17-1	ass map	control	17	1	y	4.909	86	17K	17	K	16N	16	N	1	1.59107025507592	0.177040498419896	-3.48475502810461	2	22	16.7	3.9	23
BG001-17-3.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-17	19	16	BG001-17-3	ass map	control	17	3	y	3.302	86	17K	17	K	16N	16	N	1	1.19452834549794	0.177040498419896	-3.48475502810461	2	22	16.9	3.2	19
BG001-18-6.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-18	6	3	BG001-18-6	mat fx	control	18	6	y	3.316	84	16A	16	A	25N	25	N	1	1.19875923727305	0.177040498419896	-3.48475502810461	2	22	17.4	3.8	21
BG001-18-3.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-18	15	49	BG001-18-3	ass map	control	18	3	y	1.6	86	16A	16	A	25N	25	N	1	0.470003629245736	0.177040498419896	-3.48475502810461	2	22	10.9	3.1	15
BG001-18-4.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-18	6	27	BG001-18-4	mat fx	control	18	4	y	4.472	84	16A	16	A	25N	25	N	1	1.4978357358528	0.177040498419896	-3.48475502810461	2	22	20.1	4.9	20
BG001-18-5.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-18	19	48	BG001-18-5	array	control	18	5	y	3.475	NA	16A	16	A	25N	25	N	1	1.24559447901676	0.177040498419896	-3.48475502810461	2	22	14.5	4.7	12
BG001-18-7.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-18	14	29	BG001-18-7	ass map	control	18	7	y	3.234	84	16A	16	A	25N	25	N	1	1.17371976115492	0.177040498419896	-3.48475502810461	2	22	18.5	3.7	21
BG001-2-1.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-2	12	21	BG001-2-1	ass map	control	2	1	y	2.898	84	29M	29	M	25N	25	N	1	1.06402084389849	0.177040498419896	-3.48475502810461	2	22	12.7	3.9	15
BG001-3-2.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-3	7	1	BG001-3-2	mat fx	control	3	2	y	2.726	86	16N	16	N	25L	25	L	1	1.00283533327434	0.177040498419896	-3.48475502810461	2	22	13.4	4.4	15
BG001-4-1.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-4	17	31	BG001-4-1	ass map	control	4	1	y	2.209	85	22N	22	N	25N	25	N	1	0.79253992443798	0.177040498419896	-3.48475502810461	2	22	12	4.1	14
BG001-5-4.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-5	13	5	BG001-5-4	ass map	control	5	4	n	1.232	86	22N	22	N	29M	29	M	0	0.208638865111328	0.177040498419896	-3.48475502810461	2	22	11.9	3.2	13
BG001-5-5.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-5	9	18	BG001-5-5	mat fx	drought	5	5	NA	NA	NA	22N	22	N	29M	29	M	NA	NA	0.177040498419896	-3.48475502810461	2	22	NA	NA	NA
BG001-5-2.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-5	18	3	BG001-5-2	ass map	control	5	2	y	4.266	85	22N	22	N	29M	29	M	1	1.45067662004916	0.177040498419896	-3.48475502810461	2	22	13.7	4.5	19
BG001-5-6.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-5	9	36	BG001-5-6	mat fx	drought	5	6	NA	NA	NA	22N	22	N	29M	29	M	NA	NA	0.177040498419896	-3.48475502810461	2	22	NA	NA	NA
BG001-6-3.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-6	19	12	BG001-6-3	ass map	control	6	3	n	2.824	86	22O	22	O	25L	25	L	0	1.038154319631	0.177040498419896	-3.48475502810461	2	22	20.4	2.6	14
BG001-6-5.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-6	15	48	BG001-6-5	array	control	6	5	y	3.899	NA	22O	22	O	25L	25	L	1	1.36072011000046	0.177040498419896	-3.48475502810461	2	22	16.4	2.6	19
BG001-6-1.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-6	13	8	BG001-6-1	ass map	control	6	1	y	2.338	86	22O	22	O	25L	25	L	1	0.849295863049877	0.177040498419896	-3.48475502810461	2	22	15.2	2.2	19
BG001-8-2.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-8	22	18	BG001-8-2	ass map	control	8	2	y	6.393	86	25L	25	L	16N	16	N	1	1.85520364178459	0.177040498419896	-3.48475502810461	2	22	0	0	0
BG001-8-1.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-8	6	29	BG001-8-1	mat fx	control	8	1	y	6.468	84	25L	25	L	16N	16	N	1	1.86686694171486	0.177040498419896	-3.48475502810461	2	22	25.7	4.5	32
BG001-8-4.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-8	14	34	BG001-8-4	ass map	control	8	4	y	2.937	84	25L	25	L	16N	16	N	1	1.07738865221648	0.177040498419896	-3.48475502810461	2	22	18	4.6	15
BG001-9-10.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	16	1	BG001-9-10	ass map	control	9	10	y	3.474	80	25L	25	L	22N	22	N	1	1.24530666781891	0.177040498419896	-3.48475502810461	2	22	13.1	4	6
BG001-9-1.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	9	23	BG001-9-1	mat fx	drought	9	1	NA	NA	NA	25L	25	L	22N	22	N	NA	NA	0.177040498419896	-3.48475502810461	2	22	NA	NA	NA
BG001-9-12.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	23	5	BG001-9-12	ass map	control	9	12	y	2.515	85	25L	25	L	22N	22	N	1	0.922272803551703	0.177040498419896	-3.48475502810461	2	22	22.4	7	14
BG001-9-9.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	19	31	BG001-9-9	ass map	control	9	9	y	2.248	86	25L	25	L	22N	22	N	1	0.810040932031445	0.177040498419896	-3.48475502810461	2	22	15	3.6	7
BG001-9-8.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	13	16	BG001-9-8	ass map	control	9	8	y	3.536	86	25L	25	L	22N	22	N	1	1.2629961447754	0.177040498419896	-3.48475502810461	2	22	19.4	3.8	17
BG001-9-7.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	22	8	BG001-9-7	ass map	control	9	7	n	2.828	86	25L	25	L	22N	22	N	0	1.03956974803433	0.177040498419896	-3.48475502810461	2	22	20.8	4.7	20
BG001-9-6.2	nat	BG001	61	43.3819444444444	28.4575	-0.71784676238345	BG001-9	21	47	BG001-9-6	ass map	control	9	6	y	4.187	86	25L	25	L	22N	22	N	1	1.43198448703701	0.177040498419896	-3.48475502810461	2	22	14.1	3.1	3
GR002-1-1.2	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-1	7	16	GR002-1-1	mat fx	control	1	1	n	3.468	86	25L	25	L	17M	17	M	0	1.2435780589183	-0.558044513621231	-2.49902718195585	2	22	17.2	3.5	13
GR002-1-2.2	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-1	6	34	GR002-1-2	mat fx	control	1	2	n	4.238	84	25L	25	L	17M	17	M	0	1.44409145984611	-0.558044513621231	-2.49902718195585	2	22	20.7	5.1	11
GR002-10-2.2	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-10	20	43	GR002-10-2	ass map	control	10	2	n	2.525	86	23N	23	N	20L	20	L	0	0.926241062727323	-0.558044513621231	-2.49902718195585	2	22	15.4	5.4	12
GR002-10-1.2	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-10	9	16	GR002-10-1	mat fx	drought	10	1	NA	NA	NA	23N	23	N	20L	20	L	NA	NA	-0.558044513621231	-2.49902718195585	2	22	NA	NA	NA
GR002-10-4.2	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-10	7	25	GR002-10-4	mat fx	control	10	4	n	3.069	86	23N	23	N	20L	20	L	0	1.1213517756376	-0.558044513621231	-2.49902718195585	2	22	NA	NA	NA
GR002-3-2.2	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-3	7	47	GR002-3-2	mat fx	control	3	2	n	2.67	86	25M	25	M	13K	13	K	0	0.982078472412158	-0.558044513621231	-2.49902718195585	2	22	15.2	2.1	7
GR002-4-1.2	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-4	9	9	GR002-4-1	mat fx	drought	4	1	NA	NA	NA	13K	13	K	25L	25	L	NA	NA	-0.558044513621231	-2.49902718195585	2	22	NA	NA	NA
GR002-6-1.2	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-6	7	43	GR002-6-1	mat fx	control	6	1	n	4.044	86	13K	13	K	17M	17	M	0	1.39723430115822	-0.558044513621231	-2.49902718195585	2	22	16	4.6	18
GR002-9-7.2	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-9	16	35	GR002-9-7	ass map	control	9	7	y	4.328	80	25K	25	K	13K	13	K	1	1.46510554154418	-0.558044513621231	-2.49902718195585	2	22	20.3	6	18
GR002-9-2.2	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-9	9	12	GR002-9-2	mat fx	drought	9	2	NA	NA	NA	25K	25	K	13K	13	K	NA	NA	-0.558044513621231	-2.49902718195585	2	22	NA	NA	NA
GR002-9-4.2	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-9	6	41	GR002-9-4	mat fx	control	9	4	n	3.371	84	25K	25	K	13K	13	K	0	1.21520943625192	-0.558044513621231	-2.49902718195585	2	22	20.6	4.4	13
GR002-9-6.2	nat	GR002	492	40.6213888888889	23.0786111111111	1.92252082908119	GR002-9	12	38	GR002-9-6	ass map	control	9	6	y	4.478	84	25K	25	K	13K	13	K	1	1.49917651817656	-0.558044513621231	-2.49902718195585	2	22	20	4.7	15
RU008-1-2.2	nat	RU008	525	44.05	43.06000278	-0.469780586418445	RU008-1	6	9	RU008-1-2	mat fx	control	1	2	n	3.713	84	17K	17	K	21N	21	N	0	1.31184017519494	3.31949691839123	0.98864914506155	2	22	19.1	5.7	22
RU008-11-1.2	nat	RU008	525	44.05	43.06000278	-0.469780586418445	RU008-11	6	25	RU008-11-1	mat fx	control	11	1	n	3.944	84	12M	12	M	16N	16	N	0	1.37219543674039	3.31949691839123	0.98864914506155	2	22	23.9	6.7	14
RU008-4-1.2	nat	RU008	525	44.05	43.06000278	-0.469780586418445	RU008-4	9	49	RU008-4-1	mat fx	drought	4	1	NA	NA	NA	17L	17	L	21N	21	N	NA	NA	3.31949691839123	0.98864914506155	2	22	NA	NA	NA
RU008-5-2.2	nat	RU008	525	44.05	43.06000278	-0.469780586418445	RU008-5	6	23	RU008-5-2	mat fx	control	5	2	y	4.758	84	21N	21	N	17K	17	K	1	1.55982741188077	3.31949691839123	0.98864914506155	2	22	17.1	5.6	19
RU008-5-1.2	nat	RU008	525	44.05	43.06000278	-0.469780586418445	RU008-5	7	27	RU008-5-1	mat fx	control	5	1	y	5.523	86	21N	21	N	17K	17	K	1	1.70892119091905	3.31949691839123	0.98864914506155	2	22	NA	NA	NA
RU008-5-9.2	nat	RU008	525	44.05	43.06000278	-0.469780586418445	RU008-5	7	38	RU008-5-9	mat fx	control	5	9	y	4.146	86	21N	21	N	17K	17	K	1	1.42214401401359	3.31949691839123	0.98864914506155	2	22	16.7	3.2	11
RU008-5-6.2	nat	RU008	525	44.05	43.06000278	-0.469780586418445	RU008-5	9	20	RU008-5-6	mat fx	drought	5	6	NA	NA	NA	21N	21	N	17K	17	K	NA	NA	3.31949691839123	0.98864914506155	2	22	NA	NA	NA
RU008-8-2.2	nat	RU008	525	44.05	43.06000278	-0.469780586418445	RU008-8	6	47	RU008-8-2	mat fx	control	8	2	y	NA	84	21M	21	M	17K	17	K	1	NA	3.31949691839123	0.98864914506155	2	22	19	7.1	17
RU008-8-7.2	nat	RU008	525	44.05	43.06000278	-0.469780586418445	RU008-8	9	43	RU008-8-7	mat fx	drought	8	7	NA	NA	NA	21M	21	M	17K	17	K	NA	NA	3.31949691839123	0.98864914506155	2	22	NA	NA	NA
TR001-1-1.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-1	9	38	TR001-1-1	mat fx	drought	1	1	NA	NA	NA	12M	12	M	29K	29	K	NA	NA	-1.53645349867689	-1.90305562924508	2	22	NA	NA	NA
TR001-3-1.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-3	7	9	TR001-3-1	mat fx	control	3	1	n	2.177	86	12M	12	M	10A	10	A	0	0.77794778225241	-1.53645349867689	-1.90305562924508	2	22	18.2	3.1	12
TR001-3-2.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-3	9	29	TR001-3-2	mat fx	drought	3	2	NA	NA	NA	12M	12	M	10A	10	A	NA	NA	-1.53645349867689	-1.90305562924508	2	22	NA	NA	NA
TR001-7-1.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-7	20	1	TR001-7-1	ass map	control	7	1	n	2.05	86	1K	1	K	12M	12	M	0	0.717839793150317	-1.53645349867689	-1.90305562924508	2	22	18	3.4	13
TR001-9-6.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-9	7	20	TR001-9-6	mat fx	control	9	6	n	1.9	86	29K	29	K	12M	12	M	0	0.641853886172395	-1.53645349867689	-1.90305562924508	2	22	14.8	3.7	11
TR001-9-4.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-9	21	10	TR001-9-4	ass map	control	9	4	n	2.001	86	29K	29	K	12M	12	M	0	0.693647055601596	-1.53645349867689	-1.90305562924508	2	22	21	3.5	17
TR001-9-8.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-9	15	20	TR001-9-8	ass map	control	9	8	n	2.776	86	29K	29	K	12M	12	M	0	1.02101104264456	-1.53645349867689	-1.90305562924508	2	22	20.4	4.3	14
TR001-9-23.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-9	7	49	TR001-9-23	mat fx	control	9	23	y	2.954	86	29K	29	K	12M	12	M	1	1.08316018410919	-1.53645349867689	-1.90305562924508	2	22	14.7	2.8	13
TR001-9-11.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-9	18	25	TR001-9-11	ass map	control	9	11	n	2.835	85	29K	29	K	12M	12	M	0	1.04204193717972	-1.53645349867689	-1.90305562924508	2	22	20.5	5.3	13
TR001-9-2.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-9	9	14	TR001-9-2	mat fx	drought	9	2	NA	NA	NA	29K	29	K	12M	12	M	NA	NA	-1.53645349867689	-1.90305562924508	2	22	NA	NA	NA
TR001-9-9.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-9	7	36	TR001-9-9	mat fx	control	9	9	y	2.697	86	29K	29	K	12M	12	M	1	0.992140044157593	-1.53645349867689	-1.90305562924508	2	22	16.3	3	12
TR001-9-18.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-9	7	3	TR001-9-18	mat fx	control	9	18	n	1.695	86	29K	29	K	12M	12	M	0	0.527682740832414	-1.53645349867689	-1.90305562924508	2	22	16.5	3.7	10
TR001-9-13.2	nat	TR001	253	41.7511111111111	27.2477777777778	1.37041207262903	TR001-9	6	21	TR001-9-13	mat fx	control	9	13	y	3.595	84	29K	29	K	12M	12	M	1	1.27954399117301	-1.53645349867689	-1.90305562924508	2	22	18.5	5.8	11
BG3-1-4.2	sk	BG3	1110	42.1153	23.3203	-1.95098432518568	BG3-1	17	9	BG3-1-4	ass map	control	1	4	y	4.397	85	1	1	NA	NA	NA	NA	1	1.48092249019867	1.95205205073174	0.598526979685275	2	22	16.4	2.1	12
BG3-1-2.2	sk	BG3	1110	42.1153	23.3203	-1.95098432518568	BG3-1	17	30	BG3-1-2	ass map	control	1	2	n	3.968	85	1	1	NA	NA	NA	NA	0	1.37826218942263	1.95205205073174	0.598526979685275	2	22	20	3.8	8
BG3-1-3.2	sk	BG3	1110	42.1153	23.3203	-1.95098432518568	BG3-1	18	30	BG3-1-3	ass map	control	1	3	n	4.161	85	1	1	NA	NA	NA	NA	0	1.4257554300008	1.95205205073174	0.598526979685275	2	22	15	5.5	15
BG3-1-1.2	sk	BG3	1110	42.1153	23.3203	-1.95098432518568	BG3-1	22	36	BG3-1-1	ass map	control	1	1	n	4.448	86	1	1	NA	NA	NA	NA	0	1.49245455694828	1.95205205073174	0.598526979685275	2	22	18.1	5.6	12
BG3-2-1.2	sk	BG3	1110	42.1153	23.3203	-1.95098432518568	BG3-2	13	38	BG3-2-1	ass map	control	2	1	n	3.774	86	2	2	NA	NA	NA	NA	0	1.32813544694636	1.95205205073174	0.598526979685275	2	22	19.2	6.5	11
BG3-2-2.2	sk	BG3	1110	42.1153	23.3203	-1.95098432518568	BG3-2	15	8	BG3-2-2	ass map	control	2	2	n	4.268	86	2	2	NA	NA	NA	NA	0	1.45114533343951	1.95205205073174	0.598526979685275	2	22	19.7	5.8	9
BG3-3-1.2	sk	BG3	1110	42.1153	23.3203	-1.95098432518568	BG3-3	14	32	BG3-3-1	ass map	control	3	1	n	3.264	84	3	3	NA	NA	NA	NA	0	1.18295343710186	1.95205205073174	0.598526979685275	2	22	21.9	6.6	9
SAND-1-9.2	sk	SAND	151	48.2009166666667	16.97415	-2.05100619747996	SAND-1	6	18	SAND-1-9	mat fx	control	1	9	n	5.41	84	1	1	NA	NA	NA	NA	0	1.68824909285839	1.3409223210014	-0.242716009796549	2	22	26.2	8.3	17
SAND-1-2.2	sk	SAND	151	48.2009166666667	16.97415	-2.05100619747996	SAND-1	6	32	SAND-1-2	mat fx	control	1	2	n	5.238	84	1	1	NA	NA	NA	NA	0	1.65593974608552	1.3409223210014	-0.242716009796549	2	22	22	6.9	17
SAND-1-8.2	sk	SAND	151	48.2009166666667	16.97415	-2.05100619747996	SAND-1	17	47	SAND-1-8	ass map	control	1	8	n	4.734	85	1	1	NA	NA	NA	NA	0	1.55477051109179	1.3409223210014	-0.242716009796549	2	22	21.7	5.9	25
